dt,x,y,position,velocity,acceleration,jerk,heading
0.02,35.9964,-1.9470,0.0036,0.1800,9.0000,0.0000,3.1416
0.02,35.9892,-1.9470,0.0108,0.3600,9.0000,0.0000,3.1416
0.02,35.9784,-1.9470,0.0216,0.5400,9.0000,0.0000,3.1416
0.02,35.9640,-1.9470,0.0360,0.7200,9.0000,0.0000,3.1416
0.02,35.9460,-1.9470,0.0540,0.9000,9.0000,0.0000,3.1416
0.02,35.9244,-1.9470,0.0756,1.0800,9.0000,0.0000,3.1416
0.02,35.8992,-1.9470,0.1008,1.2600,9.0000,0.0000,3.1416
0.02,35.8704,-1.9470,0.1296,1.4400,9.0000,0.0000,3.1416
0.02,35.8380,-1.9470,0.1620,1.6200,9.0000,0.0000,3.1416
0.02,35.8020,-1.9470,0.1980,1.8000,9.0000,0.0000,3.1416
0.02,35.7624,-1.9470,0.2376,1.9800,9.0000,0.0000,3.1416
0.02,35.7192,-1.9470,0.2808,2.1600,9.0000,0.0000,3.1416
0.02,35.6724,-1.9470,0.3276,2.3400,9.0000,0.0000,3.1416
0.02,35.6220,-1.9470,0.3780,2.5200,9.0000,0.0000,3.1416
0.02,35.5680,-1.9470,0.4320,2.7000,9.0000,0.0000,3.1416
0.02,35.5104,-1.9470,0.4896,2.8800,9.0000,0.0000,3.1416
0.02,35.4492,-1.9470,0.5508,3.0600,9.0000,0.0000,3.1416
0.02,35.3844,-1.9470,0.6156,3.2400,9.0000,0.0000,3.1416
0.02,35.3160,-1.9470,0.6840,3.4200,9.0000,0.0000,3.1416
0.02,35.2440,-1.9470,0.7560,3.6000,9.0000,0.0000,3.1416
0.02,35.1684,-1.9470,0.8316,3.7800,9.0000,0.0000,3.1416
0.02,35.0892,-1.9470,0.9108,3.9600,9.0000,0.0000,3.1416
0.02,35.0064,-1.9470,0.9936,4.1400,9.0000,0.0000,3.1416
0.02,34.9200,-1.9470,1.0800,4.3200,9.0000,0.0000,3.1416
0.02,34.8300,-1.9470,1.1700,4.5000,9.0000,0.0000,3.1416
0.02,34.7364,-1.9470,1.2636,4.6800,9.0000,0.0000,3.1416
0.02,34.6392,-1.9470,1.3608,4.8600,9.0000,0.0000,3.1416
0.02,34.5384,-1.9470,1.4616,5.0400,9.0000,0.0000,3.1416
0.02,34.4340,-1.9470,1.5660,5.2200,9.0000,0.0000,3.1416
0.02,34.3260,-1.9470,1.6740,5.4000,9.0000,0.0000,3.1416
0.02,34.2144,-1.9470,1.7856,5.5800,9.0000,0.0000,3.1416
0.02,34.0992,-1.9470,1.9008,5.7600,9.0000,0.0000,3.1416
0.02,33.9804,-1.9470,2.0196,5.9400,9.0000,0.0000,3.1416
0.02,33.8580,-1.9470,2.1420,6.1200,9.0000,0.0000,3.1416
0.02,33.7320,-1.9470,2.2680,6.3000,9.0000,0.0000,3.1416
0.02,33.6024,-1.9470,2.3976,6.4800,9.0000,0.0000,3.1416
0.02,33.4692,-1.9470,2.5308,6.6600,9.0000,0.0000,3.1416
0.02,33.3324,-1.9470,2.6676,6.8400,9.0000,0.0000,3.1416
0.02,33.1920,-1.9470,2.8080,7.0200,9.0000,0.0000,3.1416
0.02,33.0480,-1.9470,2.9520,7.2000,9.0000,0.0000,3.1416
0.02,32.9004,-1.9470,3.0996,7.3800,9.0000,0.0000,3.1416
0.02,32.7564,-1.9470,3.2436,7.2000,-9.0000,-900.0000,3.1416
0.02,32.6160,-1.9470,3.3840,7.0200,-9.0000,0.0000,3.1416
0.02,32.4792,-1.9470,3.5208,6.8400,-9.0000,0.0000,3.1416
0.02,32.3460,-1.9470,3.6540,6.6600,-9.0000,0.0000,3.1416
0.02,32.2164,-1.9470,3.7836,6.4800,-9.0000,0.0000,3.1416
0.02,32.0904,-1.9470,3.9096,6.3000,-9.0000,0.0000,3.1416
0.02,31.9680,-1.9470,4.0320,6.1200,-9.0000,0.0000,3.1416
0.02,31.8492,-1.9470,4.1508,5.9400,-9.0000,0.0000,3.1416
0.02,31.7340,-1.9470,4.2660,5.7600,-9.0000,0.0000,3.1416
0.02,31.6224,-1.9470,4.3776,5.5800,-9.0000,0.0000,3.1416
0.02,31.5144,-1.9470,4.4856,5.4000,-9.0000,0.0000,3.1416
0.02,31.4100,-1.9470,4.5900,5.2200,-9.0000,0.0000,3.1416
0.02,31.3092,-1.9470,4.6908,5.0400,-9.0000,0.0000,3.1416
0.02,31.2120,-1.9470,4.7880,4.8600,-9.0000,0.0000,3.1416
0.02,31.1184,-1.9470,4.8816,4.6800,-9.0000,0.0000,3.1416
0.02,31.0284,-1.9470,4.9716,4.5000,-9.0000,0.0000,3.1416
0.02,30.9420,-1.9470,5.0580,4.3200,-9.0000,0.0000,3.1416
0.02,30.8592,-1.9470,5.1408,4.1400,-9.0000,0.0000,3.1416
0.02,30.7800,-1.9470,5.2200,3.9600,-9.0000,0.0000,3.1416
0.02,30.7044,-1.9470,5.2956,3.7800,-9.0000,0.0000,3.1416
0.02,30.6324,-1.9470,5.3676,3.6000,-9.0000,0.0000,3.1416
0.02,30.5640,-1.9470,5.4360,3.4200,-9.0000,0.0000,3.1416
0.02,30.4992,-1.9470,5.5008,3.2400,-9.0000,0.0000,3.1416
0.02,30.4380,-1.9470,5.5620,3.0600,-9.0000,0.0000,3.1416
0.02,30.3804,-1.9470,5.6196,2.8800,-9.0000,0.0000,3.1416
0.02,30.3264,-1.9470,5.6736,2.7000,-9.0000,0.0000,3.1416
0.02,30.2760,-1.9470,5.7240,2.5200,-9.0000,0.0000,3.1416
0.02,30.2292,-1.9470,5.7708,2.3400,-9.0000,0.0000,3.1416
0.02,30.1860,-1.9470,5.8140,2.1600,-9.0000,0.0000,3.1416
0.02,30.1464,-1.9470,5.8536,1.9800,-9.0000,0.0000,3.1416
0.02,30.1104,-1.9470,5.8896,1.8000,-9.0000,0.0000,3.1416
0.02,30.0780,-1.9470,5.9220,1.6200,-9.0000,0.0000,3.1416
0.02,30.0492,-1.9470,5.9508,1.4400,-9.0000,0.0000,3.1416
0.02,30.0240,-1.9470,5.9760,1.2600,-9.0000,0.0000,3.1416
0.02,30.0024,-1.9470,5.9976,1.0800,-9.0000,0.0000,3.1416
0.02,30.0000,-1.9470,6.0000,0.1200,-48.0000,-1950.0000,3.1416
0.02,30.0000,-1.9470,6.0000,0.0000,-6.0000,2100.0000,3.1416
0.02,30.0000,-1.9470,6.0000,0.0000,0.0000,300.0000,3.1416
0.02,30.0000,-1.9470,6.0000,0.0000,0.0000,0.0000,3.1416
0.02,30.0000,-1.9470,6.0000,0.0000,0.0000,0.0000,3.1416
0.02,30.0000,-1.9470,6.0000,0.0000,0.0000,0.0000,3.1416
0.02,30.0000,-1.9470,6.0000,0.0000,0.0000,0.0000,3.1416
